"PVWatts Hourly PV Performance Data"
"Requested Location","Brisbane"
"Location","Lat, Lng: -27.47, 153.02"
"Latitude (DD)","-27.47"
"Longitude (DD)","153.02"
"Elevation (m)","18"
"DC System Size (kW)","4"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","0"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","23","9","1008","106","24.3","5.8","0.2","959.388","37.483","3097.872","2972.248"
"11","23","10","1004","126","26.5","6","0.2","1072.148","40.885","3392.557","3256.491"
"11","23","11","1009","128","27.7","6.2","0.2","1114.28","42.317","3497.293","3333.333"
"11","23","12","994","132","28.6","6.3","0.2","1077.124","42.58","3383.151","3247.418"
"11","23","13","962","135","28.9","6.5","0.2","964.814","41.169","3065.112","2940.648"
"11","23","14","930","121","28.8","6.5","0.2","789.339","38.857","2554.01","2447.657"
"11","23","15","868","104","28.3","6.4","0.2","562.027","35.558","1860.37","1778.596"
"11","23","16","748","85","27.4","6.2","0.2","308.256","31.381","948.149","898.698"
"11","23","17","487","54","25.6","5.4","0.2","77.056","26.6","177.444","155.302"
"11","23","18","0","0","23.5","4.5","0.2","0","0","0","0"
"11","23","19","0","0","22.2","4","0.2","0","22.2","0","0"
"11","23","20","0","0","21.3","3.6","0.2","0","21.3","0","0"
"11","23","21","0","0","20.5","3.4","0.2","0","20.5","0","0"
"11","23","22","0","0","19.8","3.2","0.2","0","19.8","0","0"
"11","23","23","0","0","19.1","3","0.2","0","19.1","0","0"
"11","24","0","0","0","18.6","3","0.2","0","18.6","0","0"
"11","24","1","0","0","18.1","3.1","0.2","0","18.1","0","0"
"11","24","2","0","0","17.7","3.4","0.2","0","17.7","0","0"
"11","24","3","0","0","17.3","3.7","0.2","0","17.3","0","0"
"11","24","4","0","0","17.3","3.9","0.2","0","0","0","0"
"11","24","5","546","39","18.5","4.3","0.2","46.64","19.187","104.433","84.878"
"11","24","6","823","61","20.4","5.1","0.2","280.607","24.474","852.424","806.365"
"11","24","7","938","74","21.9","5.5","0.2","540.599","29.622","1827.814","1747.193"
"11","24","8","1001","81","23.3","5.2","0.2","775.756","34.771","2557.713","2451.229"
"11","24","9","1037","87","24.1","5.1","0.2","964.07","38.503","3101.78","2976.017"
"11","24","10","1048","96","26.4","4.7","0.2","1083.665","43.416","3395.774","3259.594"
"11","24","11","1056","96","27.8","4.9","0.2","1128.916","45.068","3505.224","3333.333"
"11","24","12","1047","98","28.8","5.1","0.2","1094.502","45.13","3403.679","3267.219"
"11","24","13","1020","98","29.4","5.4","0.2","979.213","43.498","3083.866","2958.738"
"11","24","14","988","90","29.5","5.8","0.2","801.437","40.532","2578.032","2470.828"
"11","24","15","929","79","29.1","6.2","0.2","571.008","36.638","1884.229","1801.609"
"11","24","16","819","66","28.3","6.2","0.2","314.273","32.353","958.758","908.931"
"11","24","17","570","46","26.5","5.4","0.2","75.819","27.453","160.899","139.343"
"11","24","18","0","0","24.4","4.4","0.2","0","0","0","0"
"11","24","19","0","0","23.1","3.8","0.2","0","23.1","0","0"
"11","24","20","0","0","22.2","3.2","0.2","0","22.2","0","0"
"11","24","21","0","0","21.3","3","0.2","0","21.3","0","0"
"11","24","22","0","0","20.5","3.1","0.2","0","20.5","0","0"
"11","24","23","0","0","19.8","3","0.2","0","19.8","0","0"
"11","25","0","0","0","19.3","2.8","0.2","0","19.3","0","0"
"11","25","1","0","0","19.1","2.6","0.2","0","19.1","0","0"
"11","25","2","0","0","18.8","2.5","0.2","0","18.8","0","0"
"11","25","3","0","0","18.5","2.6","0.2","0","18.5","0","0"
"11","25","4","0","0","18.6","2.7","0.2","0","0","0","0"
"11","25","5","188","61","19.4","2.9","0.2","55.127","20.5","159.211","137.715"
"11","25","6","505","119","21","3","0.2","245.151","25.865","762.54","719.666"
"11","25","7","742","125","23.5","3.2","0.2","489.809","33.111","1627.379","1553.86"
"11","25","8","850","131","26.1","3.5","0.2","719.597","39.541","2323.957","2225.756"
"11","25","9","441","359","27.2","3.6","0.2","724.1","40.46","2293.323","2196.207"
"11","25","10","364","352","29.6","3.2","0.2","692.591","43.091","2159.371","2067.002"
"11","25","11","784","249","30.8","3","0.2","1019.006","51.347","3077.601","2952.695"
"11","25","12","931","147","31.2","2.7","0.2","1030.032","53.098","3099.182","2973.512"
"11","25","13","320","331","31","2.4","0.2","598.633","44.417","1859.304","1777.567"
"11","25","14","419","282","30.6","2.1","0.2","576.209","44.317","1805.822","1725.98"
"11","25","15","329","138","30","1.3","0.2","307.874","38.741","986.848","936.026"
"11","25","16","323","113","29","0.7","0.2","204.177","35.668","624.475","586.493"
"11","25","17","219","47","27.2","1.3","0.2","53.708","28.632","135.649","114.988"
"11","25","18","0","0","25.4","2.1","0.2","0","0","0","0"
"11","25","19","0","0","24.3","2","0.2","0","24.3","0","0"
"11","25","20","0","0","23.9","1.3","0.2","0","23.9","0","0"
"11","25","21","0","0","23.7","0.8","0.2","0","23.7","0","0"
"11","25","22","0","0","23.5","0.7","0.2","0","23.5","0","0"
"11","25","23","0","0","22.9","1.2","0.2","0","22.9","0","0"
"11","26","0","0","0","22.1","1.7","0.2","0","22.1","0","0"
"11","26","1","0","0","21.4","2.1","0.2","0","21.4","0","0"
"11","26","2","0","0","20.9","2.3","0.2","0","20.9","0","0"
"11","26","3","0","0","20.4","2.4","0.2","0","20.4","0","0"
"11","26","4","0","0","20.2","2.5","0.2","0","0","0","0"
"11","26","5","361","50","21.2","2.7","0.2","50.937","22.221","132.086","111.552"
"11","26","6","667","85","23.3","3","0.2","257.936","28.387","778.908","735.454"
"11","26","7","814","105","25.8","3.1","0.2","506.219","35.899","1665.101","1590.246"
"11","26","8","897","116","27.8","3","0.2","735.048","42.688","2345.397","2246.436"
"11","26","9","945","123","28.5","2.7","0.2","918.654","48.057","2842.507","2725.931"
"11","26","10","978","122","30","2.1","0.2","1040.365","54.757","3110.826","2984.743"
"11","26","11","992","121","31","2","0.2","1088.223","57.41","3209.413","3079.836"
"11","26","12","992","116","31.6","1.9","0.2","1058.306","57.822","3121.046","2994.601"
"11","26","13","972","113","31.7","1.7","0.2","952.006","56.33","2841.383","2724.847"
"11","26","14","937","104","31.3","1.2","0.2","778.938","53.928","2368.827","2269.036"
"11","26","15","871","94","30.3","0.7","0.2","555.849","48.716","1742.915","1665.302"
"11","26","16","742","79","28.9","1","0.2","304.876","38.036","913.386","865.167"
"11","26","17","490","53","26.6","2.5","0.2","78.501","28.158","178.396","156.22"
"11","26","18","0","0","23.9","3.7","0.2","0","0","0","0"
"11","26","19","0","0","22.2","3.8","0.2","0","22.2","0","0"
"11","26","20","0","0","21.5","3.5","0.2","0","21.5","0","0"
"11","26","21","0","0","21","3","0.2","0","21","0","0"
"11","26","22","0","0","20.6","2.8","0.2","0","20.6","0","0"
"11","26","23","0","0","20.4","2.6","0.2","0","20.4","0","0"
"11","27","0","0","0","20.3","2.2","0.2","0","20.3","0","0"
"11","27","1","0","0","20.2","1.9","0.2","0","20.2","0","0"
"11","27","2","0","0","20.2","1.7","0.2","0","20.2","0","0"
"11","27","3","0","0","20.2","1.6","0.2","0","20.2","0","0"
"11","27","4","0","0","20.5","1.6","0.2","0","0","0","0"
"11","27","5","85","54","21.5","2","0.2","48.069","22.649","142.927","122.009"
"11","27","6","66","146","22.8","2.7","0.2","150.555","26","488.837","455.662"
"11","27","7","241","238","24","3.1","0.2","342.49","30.816","1130.383","1074.474"
"11","27","8","21","254","25.1","3.3","0.2","251.484","29.921","811.308","766.706"
"11","27","9","61","399","25.6","3.4","0.2","430.076","33.701","1376.89","1312.247"
"11","27","10","72","472","27.4","3.2","0.2","518.946","37.481","1634.772","1560.992"
"11","27","11","18","319","28.3","2.4","0.2","318.087","35.397","996.034","944.887"
"11","27","12","12","234","28.8","1.7","0.2","231.146","34.737","719.182","677.845"
"11","27","13","198","442","29","2.1","0.2","595.18","43.115","1849.601","1768.208"
"11","27","14","211","285","28.9","3.1","0.2","426.117","37.354","1361.135","1297.05"
"11","27","15","756","127","28.4","4","0.2","526.316","37.543","1723.769","1646.835"
"11","27","16","614","106","27.3","4.9","0.2","289.884","31.678","898.923","851.216"
"11","27","17","352","65","25.7","5.4","0.2","79.13","26.764","200.33","177.377"
"11","27","18","0","0","24.2","5.4","0.2","0","0","0","0"
"11","27","19","0","0","23.5","5.1","0.2","0","23.5","0","0"
"11","27","20","0","0","23.2","4.8","0.2","0","23.2","0","0"
"11","27","21","0","0","23","4.6","0.2","0","23","0","0"
"11","27","22","0","0","22.8","4.3","0.2","0","22.8","0","0"
"11","27","23","0","0","22.5","4.2","0.2","0","22.5","0","0"
"11","28","0","0","0","22.3","4","0.2","0","22.3","0","0"
"11","28","1","0","0","22.1","4.1","0.2","0","22.1","0","0"
"11","28","2","0","0","22","4.3","0.2","0","22","0","0"
"11","28","3","0","0","22.1","4.6","0.2","0","22.1","0","0"
"11","28","4","0","0","22.3","4.9","0.2","0","0","0","0"
"11","28","5","182","55","23","5.5","0.2","49.709","23.687","141.024","120.172"
"11","28","6","457","121","24.1","6.2","0.2","232.112","27.096","718.591","677.274"
"11","28","7","585","161","25.9","6.6","0.2","443.256","31.494","1475.551","1407.412"
"11","28","8","539","225","28","6.7","0.2","590.2","35.355","1926.976","1842.841"
"11","28","9","850","158","29","6.6","0.2","873.071","39.985","2789.839","2675.129"
"11","28","10","785","218","31.3","6.2","0.2","953.353","43.801","2979.878","2858.435"
"11","28","11","339","351","32.1","5.8","0.2","680.686","41.41","2132.765","2041.338"
"11","28","12","528","237","32.2","5.4","0.2","741.217","42.843","2323.381","2225.2"
"11","28","13","535","318","32.1","5","0.2","775.455","43.801","2425.24","2323.449"
"11","28","14","767","180","32.2","5.2","0.2","732.089","43.009","2323.379","2225.198"
"11","28","15","731","143","31.9","6","0.2","528.839","39.03","1720.271","1643.46"
"11","28","16","630","107","30.9","6.7","0.2","296.564","34.543","909.809","861.716"
"11","28","17","418","62","29.1","6.4","0.2","83.315","30.088","201.153","178.171"
"11","28","18","0","0","27","5.6","0.2","0","0","0","0"
"11","28","19","0","0","25.4","5","0.2","0","25.4","0","0"
"11","28","20","0","0","24.5","4.7","0.2","0","24.5","0","0"
"11","28","21","0","0","23.7","4.5","0.2","0","23.7","0","0"
"11","28","22","0","0","22.9","4.3","0.2","0","22.9","0","0"
"11","28","23","0","0","22.1","4.3","0.2","0","22.1","0","0"
"11","29","0","0","0","21.5","4.4","0.2","0","21.5","0","0"
"11","29","1","0","0","21","4.5","0.2","0","21","0","0"
"11","29","2","0","0","20.5","4.5","0.2","0","20.5","0","0"
"11","29","3","0","0","20","4.3","0.2","0","20","0","0"
"11","29","4","0","0","19.9","4.1","0.2","0","0","0","0"
"11","29","5","503","38","20.7","4.3","0.2","41.923","21.327","96.235","76.97"
"11","29","6","769","62","22.3","4.3","0.2","262.273","26.524","785.681","741.987"
"11","29","7","890","76","24","3.6","0.2","512.675","33.446","1703.35","1627.139"
"11","29","8","955","85","25.8","2.7","0.2","741.134","41.614","2377.76","2277.653"
"11","29","9","992","91","26.6","2.3","0.2","923.383","47.763","2862.975","2745.675"
"11","29","10","1000","104","28.7","1","0.2","1040.375","60.371","3037.428","2913.945"
"11","29","11","998","111","29.8","0.4","0.2","1081.982","68.634","3036.615","2913.162"
"11","29","12","212","497","30.5","0.5","0.2","681.411","54.148","2016.01","1928.72"
"11","29","13","209","461","30.7","1.2","0.2","622.377","48.667","1890.61","1807.764"
"11","29","14","353","335","30.2","2.2","0.2","575.613","43.627","1804.532","1724.736"
"11","29","15","242","244","29.1","3.3","0.2","359.265","36.02","1162.329","1105.289"
"11","29","16","241","113","27.4","3.9","0.2","179.826","30.533","563.974","528.136"
"11","29","17","428","60","25.5","4.2","0.2","82.83","26.779","200.589","177.627"
"11","29","18","13","3","23.7","4.3","0.2","2.854","23.74","4.79","0"
"11","29","19","0","0","22.8","4.2","0.2","0","22.8","0","0"
"11","29","20","0","0","22.5","3.8","0.2","0","22.5","0","0"
"11","29","21","0","0","22.2","3.3","0.2","0","22.2","0","0"
"11","29","22","0","0","21.8","2.8","0.2","0","21.8","0","0"
"11","29","23","0","0","21.5","2.3","0.2","0","21.5","0","0"
"11","30","0","0","0","21.2","1.8","0.2","0","21.2","0","0"
"11","30","1","0","0","21","1.4","0.2","0","21","0","0"
"11","30","2","0","0","20.7","1.1","0.2","0","20.7","0","0"
"11","30","3","0","0","20.6","0.9","0.2","0","20.6","0","0"
"11","30","4","0","0","20.7","0.8","0.2","0","0","0","0"
"11","30","5","326","54","21.6","0.8","0.2","50.287","23.139","134.731","114.103"
"11","30","6","637","92","23","0.8","0.2","252.922","30.922","755.38","712.76"
"11","30","7","789","112","24.3","0.6","0.2","495.894","41.17","1593.546","1521.227"
"11","30","8","873","124","25.6","0.5","0.2","722.203","50.852","2226.882","2132.121"
"11","30","9","922","131","26.3","0.5","0.2","901.794","57.77","2677.562","2566.831"
"11","30","10","461","398","28.3","0.9","0.2","823.421","53.949","2454.935","2352.092"
"11","30","11","333","283","29.3","1.5","0.2","608.323","45.682","1873.681","1791.435"
"11","30","12","741","262","29.9","2.3","0.2","966.484","51.993","2914.629","2795.498"
"11","30","13","557","259","29.9","3.1","0.2","738.706","44.557","2306.413","2208.834"
"11","30","14","827","152","29.4","3.9","0.2","748.736","42.559","2382.696","2282.414"
"11","30","15","256","239","28.5","4.3","0.2","362.289","34.515","1179.995","1122.329"
"11","30","16","578","117","27.4","4.5","0.2","291.219","32.042","906.62","858.641"
"11","30","17","354","70","25.8","4.7","0.2","85.418","27.058","219.112","195.494"
"11","30","18","8","3","24.2","4.7","0.2","2.854","24.238","4.776","0"
"11","30","19","0","0","23.3","4.6","0.2","0","23.3","0","0"
"11","30","20","0","0","22.8","4.3","0.2","0","22.8","0","0"
"11","30","21","0","0","22.6","3.9","0.2","0","22.6","0","0"
"11","30","22","0","0","22.4","3.5","0.2","0","22.4","0","0"
"11","30","23","0","0","22.3","3.2","0.2","0","22.3","0","0"
"12","1","0","0","0","22.2","3.1","0.2","0","22.2","0","0"
"12","1","1","0","0","22","2.9","0.2","0","22","0","0"
"12","1","2","0","0","21.7","2.7","0.2","0","21.7","0","0"
"12","1","3","0","0","21.5","2.5","0.2","0","21.5","0","0"
"12","1","4","0","0","21.7","2.6","0.2","0","0","0","0"
"12","1","5","329","53","22.6","3.1","0.2","49.08","23.53","131.229","110.725"
"12","1","6","637","91","24.2","3.5","0.2","251.045","28.765","755.109","712.498"
"12","1","7","792","110","26","3.3","0.2","494.216","35.539","1624.344","1550.933"
"12","1","8","881","120","27.8","2.7","0.2","722.439","43.21","2299.896","2202.547"
"12","1","9","931","126","28.7","2.3","0.2","903.307","49.397","2779.801","2665.448"
"12","1","10","825","185","30.5","1.5","0.2","956.657","56.326","2839.919","2723.435"
"12","1","11","907","153","31.8","1.8","0.2","1030.813","57.865","3034.878","2911.486"
"12","1","12","910","144","32.8","2.3","0.2","1004.426","55.782","2988.612","2866.859"
"12","1","13","895","135","33.1","3.2","0.2","906.302","50.815","2768.191","2654.249"
"12","1","14","850","128","32.7","4.1","0.2","742.698","45.384","2337.929","2239.233"
"12","1","15","772","118","31.8","4.8","0.2","529.855","40.053","1717.776","1641.054"
"12","1","16","634","100","30.3","5.3","0.2","293.838","34.524","901.943","854.13"
"12","1","17","376","65","28.3","5.5","0.2","83.521","29.405","207.017","183.827"
"12","1","18","8","4","26.5","5.5","0.2","3.805","26.546","6.387","0"
"12","1","19","0","0","25.6","5.4","0.2","0","25.6","0","0"
"12","1","20","0","0","25.2","5.2","0.2","0","25.2","0","0"
"12","1","21","0","0","24.9","5.2","0.2","0","24.9","0","0"
"12","1","22","0","0","24.7","5.2","0.2","0","24.7","0","0"
"12","1","23","0","0","24.5","5.2","0.2","0","24.5","0","0"
"12","2","0","0","0","24.4","5.2","0.2","0","24.4","0","0"
"12","2","1","0","0","24.3","5.1","0.2","0","24.3","0","0"
"12","2","2","0","0","24.1","4.9","0.2","0","24.1","0","0"
"12","2","3","0","0","23.9","4.6","0.2","0","23.9","0","0"
"12","2","4","0","0","23.9","4.6","0.2","0","0","0","0"
"12","2","5","217","58","24.6","4.8","0.2","51.673","25.379","145.892","124.868"
"12","2","6","524","109","25.9","4.8","0.2","235.946","29.483","714.843","673.659"
"12","2","7","691","136","27.3","4.4","0.2","467.421","34.967","1536.225","1465.937"
"12","2","8","785","152","28.9","4.1","0.2","686.296","40.624","2204.737","2110.76"
"12","2","9","839","163","29.6","3.9","0.2","863.742","44.757","2707.259","2595.476"
"12","2","10","819","205","31.4","4","0.2","968.923","48.134","2975.748","2854.452"
"12","2","11","832","206","32","4.3","0.2","1014.01","48.781","3099.056","2973.39"
"12","2","12","826","203","32.1","4.8","0.2","985.996","47.367","3035.407","2911.996"
"12","2","13","802","194","31.8","5.1","0.2","885.932","45.018","2767.294","2653.383"
"12","2","14","759","177","31.1","5.3","0.2","724.774","41.67","2312.015","2214.237"
"12","2","15","685","154","30","5.3","0.2","517.257","37.564","1690.06","1614.32"
"12","2","16","96","174","28.6","5.3","0.2","189.203","31.353","606.083","568.753"
"12","2","17","1","67","27.1","5.1","0.2","60.729","28.007","189.212","166.653"
"12","2","18","0","2","25.9","4.6","0.2","1.851","25.925","2.982","0"
"12","2","19","0","0","25.3","4","0.2","0","25.3","0","0"
"12","2","20","0","0","25","3.6","0.2","0","25","0","0"
"12","2","21","0","0","24.9","3.4","0.2","0","24.9","0","0"
"12","2","22","0","0","24.8","3.3","0.2","0","24.8","0","0"
"12","2","23","0","0","24.6","3.2","0.2","0","24.6","0","0"
"12","3","0","0","0","24.5","3","0.2","0","24.5","0","0"
"12","3","1","0","0","24.4","2.8","0.2","0","24.4","0","0"
"12","3","2","0","0","24.3","2.6","0.2","0","24.3","0","0"
"12","3","3","0","0","24.2","2.5","0.2","0","24.2","0","0"
"12","3","4","0","0","24.3","2.6","0.2","0","0","0","0"
"12","3","5","0","36","24.8","2.9","0.2","33.357","25.482","100.335","80.925"
"12","3","6","17","122","25.8","3.2","0.2","116.395","28.079","374.799","345.664"
"12","3","7","187","253","27","3.5","0.2","325.784","33.077","1061.962","1008.478"
"12","3","8","39","287","28","3.7","0.2","295.958","33.333","947.17","897.754"
"12","3","9","140","439","28.5","3.7","0.2","536.014","38.147","1696.492","1620.524"
"12","3","10","182","511","29.5","3.7","0.2","661.624","41.396","2063.581","1974.606"
"12","3","11","411","393","29.9","3.6","0.2","788.024","44.306","2441.474","2339.109"
"12","3","12","713","267","30.2","3.7","0.2","943.432","47.218","2902.323","2783.628"
"12","3","13","852","168","30.1","3.8","0.2","904.512","46.202","2813.155","2697.619"
"12","3","14","806","159","29.7","3.9","0.2","741.523","42.73","2356.857","2257.49"
"12","3","15","728","143","28.9","3.8","0.2","530.696","38.388","1729.791","1652.643"
"12","3","16","594","116","27.9","3.7","0.2","297.832","33.221","924.599","875.983"
"12","3","17","341","75","26.7","3.6","0.2","90.622","28.269","235.77","211.561"
"12","3","18","6","4","25.6","3.6","0.2","3.78","25.658","6.364","0"
"12","3","19","0","0","24.9","3.4","0.2","0","24.9","0","0"
"12","3","20","0","0","24.5","2.5","0.2","0","24.5","0","0"
"12","3","21","0","0","24.2","1.5","0.2","0","24.2","0","0"
"12","3","22","0","0","24.1","1.2","0.2","0","24.1","0","0"
"12","3","23","0","0","24","1.1","0.2","0","24","0","0"
"12","4","0","0","0","24","1.3","0.2","0","24","0","0"
"12","4","1","0","0","23.9","1.6","0.2","0","23.9","0","0"
"12","4","2","0","0","23.8","1.7","0.2","0","23.8","0","0"
"12","4","3","0","0","23.5","1.8","0.2","0","23.5","0","0"
"12","4","4","0","0","23.5","1.9","0.2","0","0","0","0"
"12","4","5","117","54","24","2.2","0.2","46.03","25.057","134.582","113.959"
"12","4","6","367","128","25.1","2.5","0.2","210.771","29.678","647.363","608.57"
"12","4","7","604","161","26.3","2.4","0.2","446.478","36.361","1455.496","1388.068"
"12","4","8","707","186","27.6","1.9","0.2","663.269","44.073","2097.8","2007.612"
"12","4","9","446","353","28.3","1.6","0.2","715.222","47.167","2204.267","2110.306"
"12","4","10","117","470","30.4","1.6","0.2","561.563","45.159","1719.01","1642.244"
"12","4","11","149","532","31.8","2.3","0.2","658.76","46.797","2004.062","1917.196"
"12","4","12","344","487","32.7","3","0.2","799.57","48.785","2427.638","2325.763"
"12","4","13","451","392","33","3.5","0.2","771.638","47.344","2371.959","2272.057"
"12","4","14","582","256","32.8","4.2","0.2","670.802","44.079","2111.054","2020.396"
"12","4","15","789","112","31.8","4.9","0.2","535.729","40.038","1737.094","1659.687"
"12","4","16","642","100","30.2","5.5","0.2","299.183","34.401","921.285","872.786"
"12","4","17","367","70","28.5","5.6","0.2","89.179","29.673","225.294","201.457"
"12","4","18","9","5","27","5.3","0.2","4.697","27.058","7.944","0"
"12","4","19","0","0","26.2","4.9","0.2","0","26.2","0","0"
"12","4","20","0","0","25.7","4.5","0.2","0","25.7","0","0"
"12","4","21","0","0","25.3","4.1","0.2","0","25.3","0","0"
"12","4","22","0","0","25","3.7","0.2","0","25","0","0"
"12","4","23","0","0","24.7","3.5","0.2","0","24.7","0","0"
"12","5","0","0","0","24.4","3.3","0.2","0","24.4","0","0"
"12","5","1","0","0","24.1","3.1","0.2","0","24.1","0","0"
"12","5","2","0","0","23.9","2.9","0.2","0","23.9","0","0"
"12","5","3","0","0","23.7","2.7","0.2","0","23.7","0","0"
"12","5","4","0","0","23.8","2.7","0.2","0","0","0","0"
"12","5","5","342","48","24.6","3.1","0.2","43.237","25.421","114.587","94.672"
"12","5","6","639","83","26.1","3.2","0.2","240.098","30.668","709.52","668.525"
"12","5","7","784","103","27.6","3.1","0.2","478.521","37.138","1559.87","1488.743"
"12","5","8","864","116","29.3","3","0.2","701.463","43.507","2230.672","2135.776"
"12","5","9","910","124","30.1","3.1","0.2","878.795","47.57","2725.912","2613.468"
"12","5","10","915","143","31.8","3.8","0.2","991.371","49.439","3032.485","2909.178"
"12","5","11","924","145","32.3","4.4","0.2","1037.066","49.236","3167.35","3039.264"
"12","5","12","913","147","32.2","5","0.2","1008.729","47.432","3107.986","2982.003"
"12","5","13","658","274","31.7","5.5","0.2","839.837","43.627","2631.983","2522.867"
"12","5","14","683","212","31.1","5.9","0.2","704.226","40.669","2251.778","2156.135"
"12","5","15","705","144","30.3","6.2","0.2","520.824","37.166","1704.843","1628.579"
"12","5","16","415","144","29.2","6.3","0.2","266.134","32.629","835.555","790.094"
"12","5","17","368","70","27.9","6.3","0.2","89.988","28.994","228.093","204.157"
"12","5","18","11","5","26.6","6.2","0.2","4.697","26.652","7.961","0"
"12","5","19","0","0","25.9","6.1","0.2","0","25.9","0","0"
"12","5","20","0","0","25.6","6","0.2","0","25.6","0","0"
"12","5","21","0","0","25.5","6.1","0.2","0","25.5","0","0"
"12","5","22","0","0","25.3","6.2","0.2","0","25.3","0","0"
"12","5","23","0","0","25","6.1","0.2","0","25","0","0"
"12","6","0","0","0","24.6","5.9","0.2","0","24.6","0","0"
"12","6","1","0","0","24.2","5.7","0.2","0","24.2","0","0"
"12","6","2","0","0","23.8","5.6","0.2","0","23.8","0","0"
"12","6","3","0","0","23.5","5.6","0.2","0","23.5","0","0"
"12","6","4","0","0","23.4","5.6","0.2","0","0","0","0"
"12","6","5","260","52","24.1","5.8","0.2","44.584","24.693","124.285","104.027"
"12","6","6","580","96","25.3","5.7","0.2","236.045","28.499","708.933","667.958"
"12","6","7","724","123","26.6","5.1","0.2","466.25","33.58","1539.445","1469.042"
"12","6","8","806","142","28.1","4.4","0.2","685.861","39.339","2215.889","2121.517"
"12","6","9","484","364","29","4.1","0.2","755.346","41.852","2380.215","2280.02"
"12","6","10","928","129","32.3","3.7","0.2","989.378","50.17","3018.306","2895.502"
"12","6","11","620","351","33.9","3.8","0.2","949.454","50.757","2868.86","2751.351"
"12","6","12","289","504","34.7","4.2","0.2","763.105","47.467","2326.785","2228.483"
"12","6","13","176","470","34.8","4.7","0.2","601.623","44.209","1858.79","1777.072"
"12","6","14","230","377","34.4","5.2","0.2","523.915","42.109","1644.27","1570.153"
"12","6","15","188","273","33.7","5.3","0.2","356.701","38.899","1136.849","1080.711"
"12","6","16","144","179","32.4","5.2","0.2","209.876","35.488","660.36","621.107"
"12","6","17","160","80","30.5","5.2","0.2","82.195","31.68","231.565","207.506"
"12","6","18","0","4","28.7","5.5","0.2","3.704","28.744","6.115","0"
"12","6","19","0","0","27.6","5.8","0.2","0","27.6","0","0"
"12","6","20","0","0","27.2","5.8","0.2","0","27.2","0","0"
"12","6","21","0","0","26.9","5.5","0.2","0","26.9","0","0"
"12","6","22","0","0","26.7","5.2","0.2","0","26.7","0","0"
"12","6","23","0","0","26.6","5.1","0.2","0","26.6","0","0"
"12","7","0","0","0","26.6","5","0.2","0","26.6","0","0"
"12","7","1","0","0","26.7","4.7","0.2","0","26.7","0","0"
"12","7","2","0","0","26.6","4.2","0.2","0","26.6","0","0"
"12","7","3","0","0","26.4","3.8","0.2","0","26.4","0","0"
"12","7","4","0","0","26.4","3.8","0.2","0","0","0","0"
"12","7","5","102","46","26.9","3.9","0.2","38.978","27.574","112.587","92.744"
"12","7","6","168","142","28.1","3.8","0.2","171.052","31.124","533.819","499.05"
"12","7","7","0","64","29.5","3.7","0.2","59.584","30.577","182.811","160.479"
"12","7","8","0","75","30.8","3.4","0.2","69.936","32.119","212.001","188.635"
"12","7","9","1","108","31.4","3.2","0.2","101.732","33.377","309.405","282.587"
"12","7","10","4","154","32.5","2.4","0.2","147.958","35.802","450.48","418.664"
"12","7","11","26","344","32.5","2.1","0.2","353.479","40.857","1085.551","1031.232"
"12","7","12","108","375","32","2","0.2","464.321","43.215","1428.237","1361.775"
"12","7","13","6","149","31.1","1.7","0.2","144.545","34.816","442.998","411.447"
"12","7","14","0","54","30.2","1.5","0.2","50.351","31.555","150.186","129.01"
"12","7","15","0","83","29.6","2.1","0.2","77.346","31.439","238.239","213.943"
"12","7","16","0","49","28.8","3.5","0.2","45.563","29.651","139.988","119.174"
"12","7","17","76","82","27.7","4.6","0.2","77.928","28.925","233.478","209.35"
"12","7","18","1","4","26.6","5.1","0.2","3.704","26.647","6.193","0"
"12","7","19","0","0","25.9","5.2","0.2","0","25.9","0","0"
"12","7","20","0","0","25.4","5.2","0.2","0","25.4","0","0"
"12","7","21","0","0","25","5.3","0.2","0","25","0","0"
"12","7","22","0","0","24.8","5.2","0.2","0","24.8","0","0"
"12","7","23","0","0","24.7","4.9","0.2","0","24.7","0","0"
"12","8","0","0","0","24.6","4.8","0.2","0","24.6","0","0"
"12","8","1","0","0","24.6","4.8","0.2","0","24.6","0","0"
"12","8","2","0","0","24.4","4.4","0.2","0","24.4","0","0"
"12","8","3","0","0","24.2","4","0.2","0","24.2","0","0"
"12","8","4","0","0","24.1","3.9","0.2","0","0","0","0"
"12","8","5","0","44","24.5","4.2","0.2","39.894","25.167","121.045","100.902"
"12","8","6","1","73","25.4","4.5","0.2","68.127","26.502","216.971","193.429"
"12","8","7","0","120","26.7","4.5","0.2","111.608","28.5","355.426","326.978"
